target_id	length	eff_length	est_counts	tpm
Phvul.L001612.1	921	752.512	62	2.697
Phvul.010G034400.1	1524	1355.51	92	2.22171
Phvul.010G080100.1	1407	1238.51	94	2.48445
Phvul.010G087950.1	351	185.427	0	0
Phvul.010G124000.1	474	305.946	18	1.92588
Phvul.010G044100.1	279	118.507	2567	709.064
Phvul.010G120850.1	957	788.512	89.7493	3.72585
Phvul.010G162100.1	1782	1613.51	0	0
Phvul.010G081700.1	1359	1190.51	114.052	3.13596
Phvul.010G081700.2	1359	1190.51	114.052	3.13596
Phvul.010G081700.3	978	809.512	19.8966	0.80456
Phvul.010G116100.2	984	815.512	471.945	18.9436
Phvul.010G116100.1	984	815.512	471.945	18.9436
Phvul.010G116100.3	942	773.512	354.493	15.0018
Phvul.010G116100.4	930	761.512	137.308	5.90231
Phvul.010G116100.5	930	761.512	137.308	5.90231
Phvul.010G151000.1	1998	1829.51	421	7.53267
Phvul.010G015900.1	1059	890.512	9564	351.562
Phvul.010G140500.1	600	431.545	582	44.1467
Phvul.010G118600.1	894	725.512	53.5898	2.41791
Phvul.010G118600.2	888	719.512	90.5496	4.11956
Phvul.010G118600.3	870	701.512	0	0
Phvul.010G118600.4	864	695.512	0	0
Phvul.010G118600.5	864	695.512	0	0
Phvul.010G118600.6	864	695.512	3.54061	0.166639
Phvul.010G118600.7	858	689.512	6.31996	0.300037
Phvul.010G118600.8	840	671.512	0	0
Phvul.010G118600.9	834	665.512	0	0
Phvul.010G118600.10	834	665.512	0	0
Phvul.010G118600.11	816	647.512	0	0
Phvul.010G118600.12	810	641.512	0	0
Phvul.010G118600.13	651	482.512	0	0
Phvul.010G126700.4	675	506.512	381.309	24.6428
Phvul.010G126700.1	645	476.512	45.6268	3.13435
Phvul.010G126700.5	624	455.512	160.31	11.5203
Phvul.010G126700.2	624	455.512	160.31	11.5203
Phvul.010G126700.6	591	422.545	61.7223	4.78157
Phvul.010G126700.3	591	422.545	61.7223	4.78157
Phvul.010G089600.1	1068	899.512	158.594	5.77142
Phvul.010G089600.2	1047	878.512	45.7865	1.70605
Phvul.010G128000.1	786	617.512	3	0.15903
Phvul.010G160700.1	999	830.512	62	2.4437
Phvul.010G139800.1	2334	2165.51	132.347	2.00058
Phvul.010G139800.2	2316	2147.51	0	0
Phvul.010G139800.3	2226	2057.51	25.1706	0.400455
Phvul.010G139800.4	1923	1754.51	6.48217	0.120939
Phvul.010G139800.5	1905	1736.51	0	0
Phvul.010G075800.1	1284	1115.51	137	4.02021
Phvul.010G004000.1	1905	1736.51	24.2716	0.457534
Phvul.010G058700.1	1506	1337.51	97	2.37397
Phvul.010G042100.1	2886	2717.51	878	10.5761
Phvul.010G050300.1	375	208.527	6	0.941871
Phvul.010G057200.1	1878	1709.51	0	0
Phvul.010G060700.1	216	66.6134	438.417	215.441
Phvul.010G065200.1	753	584.512	601	33.6576
