target_id	length	eff_length	est_counts	tpm
Phvul.L001612.1	921	758.022	41	2.21978
Phvul.010G034400.1	1524	1361.02	18	0.542769
Phvul.010G080100.1	1407	1244.02	54	1.78145
Phvul.010G087950.1	351	189.952	0	0
Phvul.010G124000.1	474	311.226	51	6.72514
Phvul.010G044100.1	279	121.722	1313	442.692
Phvul.010G120850.1	957	794.022	51.6437	2.66927
Phvul.010G162100.1	1782	1619.02	0	0
Phvul.010G081700.1	1359	1196.02	75.34	2.5852
Phvul.010G081700.2	1359	1196.02	75.34	2.5852
Phvul.010G081700.3	978	815.022	39.3201	1.97994
Phvul.010G116100.2	984	821.022	429.219	21.4552
Phvul.010G116100.1	984	821.022	429.219	21.4552
Phvul.010G116100.3	942	779.022	361.391	19.0386
Phvul.010G116100.4	930	767.022	131.086	7.01382
Phvul.010G116100.5	930	767.022	131.086	7.01382
Phvul.010G151000.1	1998	1835.02	177	3.95858
Phvul.010G015900.1	1059	896.022	8771	401.733
Phvul.010G140500.1	600	437.054	507	47.6081
Phvul.010G118600.1	894	731.022	29.5079	1.65659
Phvul.010G118600.2	888	725.022	85.5266	4.84125
Phvul.010G118600.3	870	707.022	0	0
Phvul.010G118600.4	864	701.022	0	0
Phvul.010G118600.5	864	701.022	0	0
Phvul.010G118600.6	864	701.022	5.88939	0.344783
Phvul.010G118600.7	858	695.022	19.0761	1.12641
Phvul.010G118600.8	840	677.022	0	0
Phvul.010G118600.9	834	671.022	0	0
Phvul.010G118600.10	834	671.022	0	0
Phvul.010G118600.11	816	653.022	0	0
Phvul.010G118600.12	810	647.022	0	0
Phvul.010G118600.13	651	488.038	0	0
Phvul.010G126700.4	675	512.022	304.634	24.4173
Phvul.010G126700.1	645	482.038	124.056	10.5619
Phvul.010G126700.5	624	461.038	105.644	9.40405
Phvul.010G126700.2	624	461.038	105.644	9.40405
Phvul.010G126700.6	591	428.054	68.0108	6.5206
Phvul.010G126700.3	591	428.054	68.0108	6.5206
Phvul.010G089600.1	1068	905.022	13.2095	0.599013
Phvul.010G089600.2	1047	884.022	4.79046	0.222393
Phvul.010G128000.1	786	623.022	1	0.0658725
Phvul.010G160700.1	999	836.022	40	1.96358
Phvul.010G139800.1	2334	2171.02	59.5087	1.12492
Phvul.010G139800.2	2316	2153.02	0	0
Phvul.010G139800.3	2226	2063.02	1.49134	0.0296674
Phvul.010G139800.4	1923	1760.02	0	0
Phvul.010G139800.5	1905	1742.02	0	0
Phvul.010G075800.1	1284	1121.02	29	1.06167
Phvul.010G004000.1	1905	1742.02	9.20174	0.216782
Phvul.010G058700.1	1506	1343.02	41	1.25288
Phvul.010G042100.1	2886	2723.02	781	11.7708
Phvul.010G050300.1	375	213.305	3	0.577202
Phvul.010G057200.1	1878	1715.02	1	0.0239297
Phvul.010G060700.1	216	67.9449	363.537	219.583
Phvul.010G065200.1	753	590.022	412	28.6574
Phvul.010G065200.2	753	590.022	412	28.6574
Phvul.010G133600.1	1032	869.022	889	41.9835
Phvul.010G133600.2	1032	869.022	889	41.9835
Phvul.010G013600.1	3285	3122.02	0	0
Phvul.010G031300.1	441	278.48	266	39.2008
Phvul.010G133100.1	351	189.952	9.18932	1.98539
Phvul.010G071200.1	1431	1268.02	1	0.0323654
Phvul.010G024600.1	657	494.038	3097	257.269
Phvul.010G009000.2	1518	1355.02	21.0115	0.636382
Phvul.010G009000.1	1455	1292.02	3.9885	0.126691
Phvul.010G000200.1	816	653.022	118	7.41586
Phvul.010G018600.2	1866	1703.02	276	6.65114
Phvul.010G001200.1	1527	1364.02	1124	33.8183
Phvul.010G124300.1	552	389.054	0	0
Phvul.010G071832.1	1737	1574.02	443	11.5505
Phvul.010G077400.1	375	213.305	0	0
Phvul.010G165100.1	2292	2129.02	244	4.70346
Phvul.010G081100.1	2247	2084.02	79	1.55572
Phvul.010G011200.1	909	746.022	7	0.385083
Phvul.010G155200.2	483	320.205	580	74.3373
Phvul.010G138200.1	1503	1340.02	170	5.20648
Phvul.010G084400.1	666	503.022	240	19.5809
Phvul.010G122100.1	2157	1994.02	774	15.9301
Phvul.010G122100.2	2052	1889.02	3.74864e-08	8.14411e-10
Phvul.010G070100.3	1833	1670.02	126.667	3.11277
Phvul.010G070100.1	1833	1670.02	126.667	3.11277
Phvul.010G070100.2	1833	1670.02	126.667	3.11277
Phvul.010G145400.2	456	293.375	0	0
Phvul.010G163400.1	615	452.054	534	48.4796
Phvul.010G089500.1	333	172.469	0	0
Phvul.010G016900.1	942	779.022	14.1379	0.744807
Phvul.010G161600.3	855	692.022	417	24.73
Phvul.010G119600.1	1287	1124.02	968	35.3434
Phvul.010G088400.1	2235	2072.02	105.52	2.09
Phvul.010G088400.2	2019	1856.02	22.4804	0.497082
Phvul.010G077900.1	2157	1994.02	171	3.51944
Phvul.010G118100.3	660	497.038	417	34.4313
Phvul.010G118100.1	660	497.038	417	34.4313
Phvul.010G118100.2	660	497.038	417	34.4313
Phvul.010G140900.1	816	653.022	202.815	12.7462
Phvul.010G082900.1	456	293.375	3852	538.852
Phvul.010G147700.1	753	590.022	50	3.47784
Phvul.010G147700.2	588	425.054	0	0
Phvul.010G041100.1	408	245.838	0	0
Phvul.010G010800.1	546	383.066	158.485	16.9793
Phvul.010G010800.2	405	242.862	33.5154	5.66359
Phvul.010G075200.1	627	464.038	3	0.265323
Phvul.010G141200.2	816	653.022	238.227	14.9717
Phvul.010G070200.1	2721	2558.02	190.846	3.06187
Phvul.010G070200.2	2721	2558.02	190.846	3.06187
Phvul.010G070200.3	2613	2450.02	55.1539	0.923876
Phvul.010G070200.4	2613	2450.02	55.1539	0.923876
Phvul.010G058500.1	621	458.038	271	24.2815
Phvul.010G144200.1	813	650.022	37	2.33604
Phvul.010G070600.1	1191	1028.02	37.2164	1.48573
Phvul.010G070600.3	1116	953.022	281.784	12.1345
Phvul.010G066600.1	1011	848.022	59.9849	2.90297
Phvul.010G014400.1	291	132.702	0	0
Phvul.010G078102.1	2292	2129.02	6	0.115659
Phvul.010G037600.1	1326	1163.02	2	0.0705748
Phvul.010G056400.1	381	219.139	55	10.3003
Phvul.010G065500.1	513	350.128	354	41.4938
Phvul.010G085100.1	639	476.038	330	28.4498
Phvul.010G123600.1	660	497.038	1813	149.698
Phvul.010G036700.1	1848	1685.02	0	0
Phvul.010G025400.1	2976	2813.02	383.221	5.59092
Phvul.010G025400.3	2973	2810.02	0	0
Phvul.010G025400.4	2628	2465.02	18.0616	0.300706
Phvul.010G025400.2	2604	2441.02	19.4	0.326165
Phvul.010G025400.5	2544	2381.02	0	0
Phvul.010G025400.6	2247	2084.02	13.099	0.257954
Phvul.010G025400.7	1935	1772.02	0	0
Phvul.010G162300.1	1167	1004.02	13.9137	0.568729
Phvul.010G153700.1	432	269.59	280	42.6248
Phvul.010G098800.1	1752	1589.02	476.269	12.3007
Phvul.010G088700.1	2295	2132.02	79	1.5207
Phvul.010G137700.1	1167	1004.02	136.988	5.59949
Phvul.010G137700.2	912	749.022	10.0115	0.548546
Phvul.010G068700.1	699	536.022	12	0.918768
Phvul.010G069165.1	654	491.038	3	0.250734
Phvul.010G076001.1	315	155.187	1.5	0.396682
Phvul.010G076001.2	315	155.187	1.5	0.396682
Phvul.010G054400.1	978	815.022	543.498	27.3676
Phvul.010G101300.1	585	422.054	2	0.194478
Phvul.010G074500.1	360	198.737	75.379	15.5661
Phvul.010G119400.1	5754	5591.02	908	6.66503
Phvul.010G160200.1	906	743.022	0	0
Phvul.010G160200.2	885	722.022	0	0
Phvul.010G160200.3	753	590.022	2	0.139113
Phvul.010G088600.1	3321	3158.02	0	0
Phvul.010G024301.1	2952	2789.02	68.6229	1.00977
Phvul.010G142800.1	1143	980.022	171	7.1609
Phvul.010G016600.1	936	773.022	48.2656	2.56244
Phvul.010G016600.2	723	560.022	49.8945	3.65641
Phvul.010G064000.1	1434	1271.02	0	0
Phvul.010G164600.1	423	260.66	8	1.25957
Phvul.010G017000.1	942	779.022	361.356	19.0368
Phvul.010G080300.1	1461	1298.02	243	7.68301
Phvul.010G048800.1	1527	1364.02	582	17.5109
Phvul.010G100100.1	6654	6491.02	2361	14.9276
Phvul.010G127500.1	2226	2063.02	5	0.0994657
Phvul.010G015600.1	645	482.038	196.71	16.7476
Phvul.010G015600.2	570	407.054	5.29009	0.533359
Phvul.010G048500.1	321	160.915	488	124.46
Phvul.010G149400.1	3438	3275.02	461.716	5.78586
Phvul.010G149400.2	3342	3179.02	205.284	2.65014
Phvul.010G042300.1	1422	1259.02	0	0
Phvul.010G159900.1	711	548.022	60	4.49325
Phvul.010G022100.1	801	638.022	0	0
Phvul.010G011000.1	1494	1331.02	15.4301	0.475763
Phvul.010G052600.2	654	491.038	2	0.167156
Phvul.010G156200.1	1278	1115.02	10	0.368064
Phvul.010G092500.1	558	395.054	11	1.14273
Phvul.010G084200.1	3960	3797.02	347	3.75054
Phvul.010G133900.2	633	470.038	0	0
Phvul.010G133900.1	615	452.054	0	0
Phvul.010G099600.1	1044	881.022	142	6.61468
Phvul.010G009400.1	1803	1640.02	84	2.10202
Phvul.010G009400.2	1527	1364.02	0	0
Phvul.010G115000.1	7587	7424.02	830.112	4.58886
