target_id	length	eff_length	est_counts	tpm
Phvul.L001612.1	921	752.34	62	3.10643
Phvul.010G034400.1	1524	1355.34	22	0.61187
Phvul.010G080100.1	1407	1238.34	66	2.00904
Phvul.010G087950.1	351	184.847	0	0
Phvul.010G124000.1	474	305.656	5	0.616627
Phvul.010G044100.1	279	117.923	1700	543.418
Phvul.010G120850.1	957	788.34	12.8203	0.613014
Phvul.010G162100.1	1782	1613.34	0	0
Phvul.010G081700.1	1359	1190.34	71.8578	2.27556
Phvul.010G081700.2	1359	1190.34	71.8578	2.27556
Phvul.010G081700.3	978	809.34	21.2844	0.99132
Phvul.010G116100.2	984	815.34	416.959	19.277
Phvul.010G116100.1	984	815.34	416.959	19.277
Phvul.010G116100.3	942	773.34	290.992	14.1839
Phvul.010G116100.4	930	761.34	92.5444	4.58201
Phvul.010G116100.5	930	761.34	92.5444	4.58201
Phvul.010G151000.1	1998	1829.34	180	3.70905
Phvul.010G015900.1	1059	890.34	9054	383.327
Phvul.010G140500.1	600	431.358	321	28.0513
Phvul.010G118600.1	894	725.34	38.167	1.9835
Phvul.010G118600.2	888	719.34	104.549	5.47861
Phvul.010G118600.3	870	701.34	0	0
Phvul.010G118600.4	864	695.34	0	0
Phvul.010G118600.5	864	695.34	0	0
Phvul.010G118600.6	864	695.34	6.74621	0.365718
Phvul.010G118600.7	858	689.34	20.5377	1.12306
Phvul.010G118600.8	840	671.358	0	0
Phvul.010G118600.9	834	665.358	0	0
Phvul.010G118600.10	834	665.358	0	0
Phvul.010G118600.11	816	647.358	0	0
Phvul.010G118600.12	810	641.358	0	0
Phvul.010G118600.13	651	482.358	0	0
Phvul.010G126700.4	675	506.358	368.24	27.4131
Phvul.010G126700.1	645	476.358	78.481	6.21035
Phvul.010G126700.5	624	455.358	118.117	9.77791
Phvul.010G126700.2	624	455.358	118.117	9.77791
Phvul.010G126700.6	591	422.368	61.0221	5.44604
Phvul.010G126700.3	591	422.368	61.0221	5.44604
Phvul.010G089600.1	1068	899.34	104.217	4.36817
Phvul.010G089600.2	1047	878.34	13.975	0.599756
Phvul.010G128000.1	786	617.358	2	0.122118
Phvul.010G160700.1	999	830.34	21	0.95334
Phvul.010G139800.1	2334	2165.34	40.0989	0.698057
Phvul.010G139800.2	2316	2147.34	0	0
Phvul.010G139800.3	2226	2057.34	82.9011	1.51893
Phvul.010G139800.4	1923	1754.34	0	0
Phvul.010G139800.5	1905	1736.34	0	0
Phvul.010G075800.1	1284	1115.34	86	2.90654
Phvul.010G004000.1	1905	1736.34	8.72382	0.18939
Phvul.010G058700.1	1506	1337.34	61	1.71938
Phvul.010G042100.1	2886	2717.34	767	10.6399
Phvul.010G050300.1	375	208.058	2	0.362351
Phvul.010G057200.1	1878	1709.34	0	0
Phvul.010G060700.1	216	65.3087	360.634	208.152
Phvul.010G065200.1	753	584.358	500.5	32.2857
Phvul.010G065200.2	753	584.358	500.5	32.2857
Phvul.010G133600.1	1032	863.34	845.5	36.9161
Phvul.010G133600.2	1032	863.34	845.5	36.9161
Phvul.010G013600.1	3285	3116.34	1	0.0120959
Phvul.010G031300.1	441	272.95	341	47.0929
Phvul.010G133100.1	351	184.847	6.18419	1.26112
Phvul.010G071200.1	1431	1262.34	0	0
Phvul.010G024600.1	657	488.358	3726	287.6
Phvul.010G009000.2	1518	1349.34	39.1031	1.09238
Phvul.010G009000.1	1455	1286.34	0	0
Phvul.010G000200.1	816	647.358	111	6.46344
Phvul.010G018600.2	1866	1697.34	346	7.68408
Phvul.010G001200.1	1527	1358.34	1289	35.7708
Phvul.010G124300.1	552	383.418	0	0
Phvul.010G071832.1	1737	1568.34	580	13.9403
Phvul.010G077400.1	375	208.058	0	0
Phvul.010G165100.1	2292	2123.34	745	13.2258
Phvul.010G081100.1	2247	2078.34	82	1.48724
Phvul.010G011200.1	909	740.34	9	0.458243
Phvul.010G155200.2	483	314.602	551	66.02
Phvul.010G138200.1	1503	1334.34	157	4.43525
Phvul.010G084400.1	666	497.358	292	22.1309
Phvul.010G122100.1	2157	1988.34	1054	19.9818
Phvul.010G122100.2	2052	1883.34	0	0
Phvul.010G070100.3	1833	1664.34	97.6667	2.21202
Phvul.010G070100.1	1833	1664.34	97.6667	2.21202
Phvul.010G070100.2	1833	1664.34	97.6667	2.21202
Phvul.010G145400.2	456	287.782	0	0
Phvul.010G163400.1	615	446.358	522	44.0831
Phvul.010G089500.1	333	167.659	0	0
Phvul.010G016900.1	942	773.34	42.4236	2.06786
Phvul.010G161600.3	855	686.358	297	16.3114
Phvul.010G119600.1	1287	1118.34	1214	40.9194
