target_id	length	eff_length	est_counts	tpm
Phvul.L001612.1	921	756.549	65	2.62034
Phvul.010G034400.1	1524	1359.55	27	0.605691
Phvul.010G080100.1	1407	1242.55	81	1.98817
Phvul.010G087950.1	351	188.658	0	0
Phvul.010G124000.1	474	309.812	50	4.92214
Phvul.010G044100.1	279	120.955	2928	738.291
Phvul.010G120850.1	957	792.549	69.8951	2.68969
Phvul.010G162100.1	1782	1617.55	0	0
Phvul.010G081700.1	1359	1194.55	101.897	2.6016
Phvul.010G081700.2	1359	1194.55	101.897	2.6016
Phvul.010G081700.3	978	813.549	57.2056	2.14455
Phvul.010G116100.2	984	819.549	552.217	20.5502
Phvul.010G116100.1	984	819.549	552.217	20.5502
Phvul.010G116100.3	942	777.549	477.705	18.7376
Phvul.010G116100.4	930	765.549	171.431	6.82963
Phvul.010G116100.5	930	765.549	171.431	6.82963
Phvul.010G151000.1	1998	1833.55	570	9.48122
Phvul.010G015900.1	1059	894.549	6576	224.202
Phvul.010G140500.1	600	435.625	553	38.7163
Phvul.010G118600.1	894	729.549	42.0247	1.75684
Phvul.010G118600.2	888	723.549	165.802	6.98881
Phvul.010G118600.3	870	705.549	0	0
Phvul.010G118600.4	864	699.549	0	0
Phvul.010G118600.5	864	699.549	0	0
Phvul.010G118600.6	864	699.549	5.5078	0.240127
Phvul.010G118600.7	858	693.549	26.1302	1.14907
Phvul.010G118600.8	840	675.549	0	0
Phvul.010G118600.9	834	669.549	0	0
Phvul.010G118600.10	834	669.549	0	0
Phvul.010G118600.11	816	651.549	0	0
Phvul.010G118600.12	810	645.549	0	0
Phvul.010G118600.13	651	486.592	2.53556	0.158925
Phvul.010G126700.4	675	510.592	535.571	31.9908
Phvul.010G126700.1	645	480.592	118.404	7.51399
Phvul.010G126700.5	624	459.592	157.355	10.4422
Phvul.010G126700.2	624	459.592	157.355	10.4422
Phvul.010G126700.6	591	426.625	89.1574	6.37372
Phvul.010G126700.3	591	426.625	89.1574	6.37372
Phvul.010G089600.1	1068	903.549	46.4448	1.56772
Phvul.010G089600.2	1047	882.549	6.55517	0.226531
Phvul.010G128000.1	786	621.549	7	0.343482
Phvul.010G160700.1	999	834.549	183	6.68777
Phvul.010G139800.1	2334	2169.55	78.0237	1.09683
Phvul.010G139800.2	2316	2151.55	0.18492	0.00262129
Phvul.010G139800.3	2226	2061.55	0.791387	0.0117079
Phvul.010G139800.4	1923	1758.55	0	0
Phvul.010G139800.5	1905	1740.55	0	0
Phvul.010G075800.1	1284	1119.55	108	2.94213
