target_id	length	eff_length	est_counts	tpm
Phvul.L001612.1	921	758.139	49	2.58556
Phvul.010G034400.1	1524	1361.14	279	8.19992
Phvul.010G080100.1	1407	1244.14	88	2.82958
Phvul.010G087950.1	351	189.94	0	0
Phvul.010G124000.1	474	311.4	19	2.44086
Phvul.010G044100.1	279	121.787	1873	615.24
Phvul.010G120850.1	957	794.139	83.9333	4.22811
Phvul.010G162100.1	1782	1619.14	0	0
Phvul.010G081700.1	1359	1196.14	69.0684	2.30996
Phvul.010G081700.2	1359	1196.14	69.0684	2.30996
Phvul.010G081700.3	978	815.139	25.8633	1.26929
Phvul.010G116100.2	984	821.139	373.395	18.1912
Phvul.010G116100.1	984	821.139	373.395	18.1912
Phvul.010G116100.3	942	779.139	294.951	15.1441
Phvul.010G116100.4	930	767.139	115.129	6.0037
Phvul.010G116100.5	930	767.139	115.129	6.0037
Phvul.010G151000.1	1998	1835.14	312	6.80132
Phvul.010G015900.1	1059	896.139	4512	201.419
Phvul.010G140500.1	600	437.174	294	26.903
Phvul.010G118600.1	894	731.139	16.6888	0.913129
Phvul.010G118600.2	888	725.139	125.655	6.9321
Phvul.010G118600.3	870	707.139	0	0
Phvul.010G118600.4	864	701.139	0	0
Phvul.010G118600.5	864	701.139	0	0
Phvul.010G118600.6	864	701.139	0.465694	0.0265708
Phvul.010G118600.7	858	695.139	5.19093	0.298732
Phvul.010G118600.8	840	677.139	0	0
Phvul.010G118600.9	834	671.139	0	0
Phvul.010G118600.10	834	671.139	0	0
Phvul.010G118600.11	816	653.139	0	0
Phvul.010G118600.12	810	647.139	0	0
Phvul.010G118600.13	651	488.151	0	0
Phvul.010G126700.4	675	512.139	298.245	23.2967
Phvul.010G126700.1	645	482.151	60.9584	5.05775
Phvul.010G126700.5	624	461.163	94.9204	8.23404
Phvul.010G126700.2	624	461.163	94.9204	8.23404
Phvul.010G126700.6	591	428.174	36.9778	3.45484
Phvul.010G126700.3	591	428.174	36.9778	3.45484
Phvul.010G089600.1	1068	905.139	214.768	9.4921
Phvul.010G089600.2	1047	884.139	20.9665	0.948666
Phvul.010G128000.1	786	623.139	2	0.128396
Phvul.010G160700.1	999	836.139	57	2.72712
Phvul.010G139800.1	2334	2171.14	117.859	2.17161
Phvul.010G139800.2	2316	2153.14	29.0597	0.539916
Phvul.010G139800.3	2226	2063.14	0.0816042	0.00158231
Phvul.010G139800.4	1923	1760.14	0	0
Phvul.010G139800.5	1905	1742.14	0	0
Phvul.010G075800.1	1284	1121.14	129	4.60297
Phvul.010G004000.1	1905	1742.14	14.5437	0.333964
Phvul.010G058700.1	1506	1343.14	67	1.99555
Phvul.010G042100.1	2886	2723.14	718	10.5478
Phvul.010G050300.1	375	213.4	2	0.374923
Phvul.010G057200.1	1878	1715.14	1	0.0233243
Phvul.010G060700.1	216	68.1134	349.51	205.274
Phvul.010G065200.1	753	590.139	596	40.4017
Phvul.010G065200.2	753	590.139	596	40.4017
Phvul.010G133600.1	1032	869.139	308	14.1765
Phvul.010G133600.2	1032	869.139	308	14.1765
Phvul.010G013600.1	3285	3122.14	1	0.0128131
Phvul.010G031300.1	441	278.531	370	53.1417
Phvul.010G133100.1	351	189.94	6.04442	1.27305
Phvul.010G071200.1	1431	1268.14	0	0
Phvul.010G024600.1	657	494.151	4257	344.629
Phvul.010G009000.2	1518	1355.14	22.8231	0.673751
Phvul.010G009000.1	1455	1292.14	23.1769	0.717551
Phvul.010G000200.1	816	653.139	82	5.02246
Phvul.010G018600.2	1866	1703.14	373	8.76126
Phvul.010G001200.1	1527	1364.14	1138	33.3727
Phvul.010G124300.1	552	389.215	2	0.205565
Phvul.010G071832.1	1737	1574.14	471	11.9698
Phvul.010G077400.1	375	213.4	0	0
Phvul.010G165100.1	2292	2129.14	2370	44.5299
Phvul.010G081100.1	2247	2084.14	60	1.15168
Phvul.010G011200.1	909	746.139	4	0.214461
Phvul.010G155200.2	483	320.337	565	70.5585
Phvul.010G138200.1	1503	1340.14	127	3.79107
Phvul.010G084400.1	666	503.139	469	37.29
Phvul.010G122100.1	2157	1994.14	1346	27.0021
Phvul.010G122100.2	2052	1889.14	0	0
Phvul.010G070100.3	1833	1670.14	193	4.62288
Phvul.010G070100.1	1833	1670.14	193	4.62288
Phvul.010G070100.2	1833	1670.14	193	4.62288
Phvul.010G145400.2	456	293.46	4	0.545279
Phvul.010G163400.1	615	452.163	506	44.7676
Phvul.010G089500.1	333	172.551	1	0.231842
Phvul.010G016900.1	942	779.139	89.4616	4.59335
Phvul.010G161600.3	855	692.139	268	15.4899
Phvul.010G119600.1	1287	1124.14	1237	44.0208
Phvul.010G088400.1	2235	2072.14	143.899	2.77808
Phvul.010G088400.2	2019	1856.14	140.101	3.01953
Phvul.010G077900.1	2157	1994.14	223	4.4736
Phvul.010G118100.3	660	497.151	288.333	23.2014
Phvul.010G118100.1	660	497.151	288.333	23.2014
Phvul.010G118100.2	660	497.151	288.333	23.2014
Phvul.010G140900.1	816	653.139	525.727	32.2005
Phvul.010G082900.1	456	293.46	4589	625.571
Phvul.010G147700.1	753	590.139	71.5472	4.85005
Phvul.010G147700.2	588	425.174	2.4528	0.230783
Phvul.010G041100.1	408	245.773	0	0
Phvul.010G010800.1	546	383.224	136.415	14.2402
Phvul.010G010800.2	405	242.81	9.58522	1.57922
Phvul.010G075200.1	627	464.163	0	0
Phvul.010G141200.2	816	653.139	908.91	55.6702
Phvul.010G070200.1	2721	2558.14	184.016	2.87765
Phvul.010G070200.2	2721	2558.14	184.016	2.87765
Phvul.010G070200.3	2613	2450.14	113.984	1.86107
Phvul.010G070200.4	2613	2450.14	113.984	1.86107
Phvul.010G058500.1	621	458.163	260	22.7018
Phvul.010G144200.1	813	650.139	38	2.33822
Phvul.010G070600.1	1191	1028.14	8.31394	0.323492
Phvul.010G070600.3	1116	953.139	141.686	5.94674
Phvul.010G066600.1	1011	848.139	102.969	4.85675
Phvul.010G014400.1	291	132.769	0	0
Phvul.010G078102.1	2292	2129.14	6	0.112734
Phvul.010G037600.1	1326	1163.14	0	0
Phvul.010G056400.1	381	219.275	21	3.83122
Phvul.010G065500.1	513	350.269	525	59.9604
Phvul.010G085100.1	639	476.151	40	3.36065
Phvul.010G123600.1	660	497.151	1642	132.127
Phvul.010G036700.1	1848	1685.14	0	0
Phvul.010G025400.1	2976	2813.14	330.941	4.70616
Phvul.010G025400.3	2973	2810.14	0	0
Phvul.010G025400.4	2628	2465.14	0	0
Phvul.010G025400.2	2604	2441.14	0	0
Phvul.010G025400.5	2544	2381.14	0	0
Phvul.010G025400.6	2247	2084.14	0	0
Phvul.010G025400.7	1935	1772.14	0	0
Phvul.010G162300.1	1167	1004.14	32.0224	1.27576
Phvul.010G153700.1	432	269.586	388	57.5761
Phvul.010G098800.1	1752	1589.14	339.224	8.5395
Phvul.010G088700.1	2295	2132.14	119	2.23275
Phvul.010G137700.1	1167	1004.14	205.954	8.20512
Phvul.010G137700.2	912	749.139	26.0456	1.39085
Phvul.010G068700.1	699	536.139	12	0.895389
Phvul.010G069165.1	654	491.151	3	0.244351
Phvul.010G076001.1	315	155.297	9	2.3184
Phvul.010G076001.2	315	155.297	9	2.3184
Phvul.010G054400.1	978	815.139	237.453	11.6534
Phvul.010G101300.1	585	422.174	0	0
Phvul.010G074500.1	360	198.73	69.9391	14.0787
Phvul.010G119400.1	5754	5591.14	926	6.6255
Phvul.010G160200.1	906	743.139	0	0
Phvul.010G160200.2	885	722.139	0	0
Phvul.010G160200.3	753	590.139	0	0
Phvul.010G088600.1	3321	3158.14	0	0
Phvul.010G024301.1	2952	2789.14	76.6169	1.09891
Phvul.010G142800.1	1143	980.139	128	5.22432
Phvul.010G016600.1	936	773.139	105.705	5.46948
Phvul.010G016600.2	723	560.139	20.4617	1.46135
Phvul.010G064000.1	1434	1271.14	1	0.0314713
Phvul.010G164600.1	423	260.659	14	2.14864
Phvul.010G017000.1	942	779.139	201.126	10.3267
Phvul.010G080300.1	1461	1298.14	39	1.20185
Phvul.010G048800.1	1527	1364.14	553	16.2171
Phvul.010G100100.1	6654	6491.14	2038	12.56
Phvul.010G127500.1	2226	2063.14	3	0.0581702
Phvul.010G015600.1	645	482.151	300	24.8912
Phvul.010G015600.2	570	407.205	0	0
Phvul.010G048500.1	321	160.989	634.569	157.685
Phvul.010G149400.1	3438	3275.14	502.87	6.14233
Phvul.010G149400.2	3342	3179.14	304.13	3.827
Phvul.010G042300.1	1422	1259.14	0	0
Phvul.010G159900.1	711	548.139	98	7.15226
Phvul.010G022100.1	801	638.139	4	0.250757
Phvul.010G011000.1	1494	1331.14	0	0
Phvul.010G052600.2	654	491.151	3.08287	0.251101
Phvul.010G156200.1	1278	1115.14	3	0.107622
Phvul.010G092500.1	558	395.205	51	5.16245
Phvul.010G084200.1	3960	3797.14	461	4.85682
Phvul.010G133900.2	633	470.151	0	0
Phvul.010G133900.1	615	452.163	0	0
Phvul.010G099600.1	1044	881.139	141	6.40151
Phvul.010G009400.1	1803	1640.14	63.984	1.56062
Phvul.010G009400.2	1527	1364.14	0.0160364	0.000470279
Phvul.010G115000.1	7587	7424.14	1065.05	5.73895
Phvul.010G115000.2	7113	6950.14	158.948	0.914893
Phvul.010G053400.1	1437	1274.14	0	0
Phvul.010G003200.2	381	219.275	64.6173	11.7887
Phvul.010G003200.1	366	204.594	0	0
Phvul.010G148300.1	1830	1667.14	1627	39.0412
Phvul.010G027601.1	711	548.139	297.982	21.7474
Phvul.010G065900.1	438	275.545	21.022	3.05202
Phvul.010G123800.1	282	124.514	7.21316	2.31747
Phvul.010G123800.2	270	113.754	4.78684	1.68341
Phvul.010G042600.1	1437	1274.14	0	0
Phvul.010G076720.1	534	371.234	7	0.754325
Phvul.010G097600.1	300	141.169	204	57.8095
Phvul.010G011300.2	801	638.139	374	23.4458
Phvul.010G011300.1	768	605.139	3.11662e-07	2.06033e-08
Phvul.010G061300.1	354	192.858	0	0
Phvul.010G147300.1	729	566.139	124	8.76207
Phvul.010G022300.1	1242	1079.14	0	0
Phvul.010G134200.1	2151	1988.14	1	0.0201215
Phvul.010G039800.1	1302	1139.14	1020	35.8205
Phvul.010G165400.2	1914	1751.14	872.402	19.9298
Phvul.010G165400.1	1905	1742.14	597.606	13.7227
Phvul.010G165400.3	1881	1718.14	108	2.51462
Phvul.010G165400.4	1872	1709.14	61.3309	1.43552
Phvul.010G165400.5	1872	1709.14	61.3309	1.43552
Phvul.010G165400.6	1872	1709.14	61.3309	1.43552
Phvul.010G065600.1	783	620.139	886	57.1548
Phvul.010G108700.1	1239	1076.14	0	0
Phvul.010G031900.1	2439	2276.14	0	0
Phvul.010G129600.1	621	458.163	0	0
Phvul.010G111900.1	1110	947.139	617	26.0603
Phvul.010G085500.1	1110	947.139	299	12.6289
Phvul.010G096700.1	567	404.205	0	0
Phvul.010G155900.1	543	380.224	0	0
Phvul.010G079000.2	357	195.785	0	0
Phvul.010G079000.3	354	192.858	0	0
Phvul.010G011400.1	1410	1247.14	1268	40.6736
Phvul.010G109000.1	231	79.9705	3.76589	1.88385
Phvul.010G109000.2	231	79.9705	3.76589	1.88385
Phvul.010G037000.1	1317	1154.14	0	0
Phvul.010G032600.3	600	437.174	15	1.3726
Phvul.010G150100.1	210	63.476	65	40.9649
Phvul.010G010050.1	2340	2177.14	140.744	2.58614
Phvul.010G010050.2	2115	1952.14	0	0
Phvul.010G010050.3	1845	1682.14	26.2557	0.624409
Phvul.010G010050.4	1620	1457.14	0	0
Phvul.010G022600.2	1380	1217.14	0	0
Phvul.010G110500.1	1665	1502.14	1	0.0266316
Phvul.010G007800.1	918	755.139	448	23.7333
