target_id	length	eff_length	est_counts	tpm
Phvul.L001612.1	921	757.048	46	3.47505
Phvul.010G034400.1	1524	1360.05	15	0.63076
Phvul.010G080100.1	1407	1243.05	42	1.93236
Phvul.010G087950.1	351	189.008	0	0
Phvul.010G124000.1	474	310.274	10	1.84324
Phvul.010G044100.1	279	121.069	1342	633.938
Phvul.010G120850.1	957	793.048	19.3426	1.3949
Phvul.010G162100.1	1782	1618.05	0	0
Phvul.010G081700.1	1359	1195.05	67.4371	3.22731
Phvul.010G081700.2	1359	1195.05	67.4371	3.22731
Phvul.010G081700.3	978	814.048	17.1258	1.20318
Phvul.010G116100.2	984	820.048	380.557	26.5404
Phvul.010G116100.1	984	820.048	380.557	26.5404
Phvul.010G116100.3	942	778.048	214.859	15.7934
Phvul.010G116100.4	930	766.048	99.0137	7.39208
Phvul.010G116100.5	930	766.048	99.0137	7.39208
Phvul.010G151000.1	1998	1834.05	50	1.55914
Phvul.010G015900.1	1059	895.048	5832	372.648
Phvul.010G140500.1	600	436.06	335	43.9365
Phvul.010G118600.1	894	730.048	18.1389	1.42098
Phvul.010G118600.2	888	724.048	37.8611	2.99056
Phvul.010G118600.3	870	706.048	0	0
Phvul.010G118600.4	864	700.048	0	0
Phvul.010G118600.5	864	700.048	0	0
Phvul.010G118600.6	864	700.048	0	0
Phvul.010G118600.7	858	694.048	0	0
Phvul.010G118600.8	840	676.048	0	0
Phvul.010G118600.9	834	670.048	0	0
Phvul.010G118600.10	834	670.048	0	0
Phvul.010G118600.11	816	652.048	0	0
Phvul.010G118600.12	810	646.048	0	0
Phvul.010G118600.13	651	487.06	0	0
Phvul.010G126700.4	675	511.048	372.209	41.6536
Phvul.010G126700.1	645	481.06	74.003	8.79787
Phvul.010G126700.5	624	460.06	113.118	14.062
Phvul.010G126700.2	624	460.06	113.118	14.062
Phvul.010G126700.6	591	427.06	52.7756	7.06759
Phvul.010G126700.3	591	427.06	52.7756	7.06759
Phvul.010G089600.1	1068	904.048	43.9205	2.77845
Phvul.010G089600.2	1047	883.048	7.17423	0.464642
Phvul.010G128000.1	786	622.048	0	0
Phvul.010G160700.1	999	835.048	3	0.205465
Phvul.010G139800.1	2334	2170.05	20.0901	0.529468
Phvul.010G139800.2	2316	2152.05	0	0
Phvul.010G139800.3	2226	2062.05	2.90991	0.0807064
Phvul.010G139800.4	1923	1759.05	0	0
Phvul.010G139800.5	1905	1741.05	0	0
Phvul.010G075800.1	1284	1120.05	28	1.42971
Phvul.010G004000.1	1905	1741.05	5.34051	0.175428
Phvul.010G058700.1	1506	1342.05	22	0.937523
Phvul.010G042100.1	2886	2722.05	621	13.0474
Phvul.010G050300.1	375	212.332	2	0.538692
Phvul.010G057200.1	1878	1714.05	0	0
Phvul.010G060700.1	216	67.5876	200.991	170.074
Phvul.010G065200.1	753	589.048	280.5	27.2339
Phvul.010G065200.2	753	589.048	280.5	27.2339
Phvul.010G133600.1	1032	868.048	607.5	40.0249
Phvul.010G133600.2	1032	868.048	607.5	40.0249
Phvul.010G013600.1	3285	3121.05	0	0
Phvul.010G031300.1	441	277.473	187	38.5432
Phvul.010G133100.1	351	189.008	5.04477	1.52647
Phvul.010G071200.1	1431	1267.05	1	0.0451371
Phvul.010G024600.1	657	493.048	2415	280.127
Phvul.010G009000.2	1518	1354.05	22	0.929214
Phvul.010G009000.1	1455	1291.05	0	0
Phvul.010G000200.1	816	652.048	43	3.77152
Phvul.010G018600.2	1866	1702.05	166	5.57781
Phvul.010G001200.1	1527	1363.05	866	36.3357
Phvul.010G124300.1	552	388.07	0	0
Phvul.010G071832.1	1737	1573.05	454	16.506
Phvul.010G077400.1	375	212.332	0	0
Phvul.010G165100.1	2292	2128.05	298	8.0087
Phvul.010G081100.1	2247	2083.05	51	1.40023
Phvul.010G011200.1	909	745.048	1	0.0767614
Phvul.010G155200.2	483	319.243	454	81.332
Phvul.010G138200.1	1503	1339.05	159	6.79091
Phvul.010G084400.1	666	502.048	124	14.1255
Phvul.010G122100.1	2157	1993.05	511	14.6633
Phvul.010G122100.2	2052	1888.05	0	0
Phvul.010G070100.3	1833	1669.05	109	3.73495
Phvul.010G070100.1	1833	1669.05	109	3.73495
Phvul.010G070100.2	1833	1669.05	109	3.73495
Phvul.010G145400.2	456	292.387	0	0
Phvul.010G163400.1	615	451.06	472	59.8459
Phvul.010G089500.1	333	171.634	0	0
Phvul.010G016900.1	942	778.048	8.51738	0.626076
Phvul.010G161600.3	855	691.048	193	15.9726
Phvul.010G119600.1	1287	1123.05	601	30.6058
Phvul.010G088400.1	2235	2071.05	105.47	2.91249
Phvul.010G088400.2	2019	1855.05	10.5303	0.324647
Phvul.010G077900.1	2157	1993.05	147	4.2182
Phvul.010G118100.3	660	496.048	274.333	31.6288
Phvul.010G118100.1	660	496.048	274.333	31.6288
Phvul.010G118100.2	660	496.048	274.333	31.6288
Phvul.010G140900.1	816	652.048	73.2606	6.42567
Phvul.010G082900.1	456	292.387	3339	653.108
Phvul.010G147700.1	753	589.048	32.1323	3.11974
Phvul.010G147700.2	588	424.06	6.86772	0.926217
Phvul.010G041100.1	408	244.808	0	0
Phvul.010G010800.1	546	382.07	136.541	20.4384
Phvul.010G010800.2	405	241.881	20.459	4.83737
Phvul.010G075200.1	627	463.06	0	0
Phvul.010G141200.2	816	652.048	25.5975	2.24515
Phvul.010G070200.1	2721	2557.05	154.749	3.46112
Phvul.010G070200.2	2721	2557.05	154.749	3.46112
Phvul.010G070200.3	2613	2449.05	54.2509	1.26688
Phvul.010G070200.4	2613	2449.05	54.2509	1.26688
Phvul.010G058500.1	621	457.06	217	27.1527
Phvul.010G144200.1	813	649.048	11	0.969266
Phvul.010G070600.1	1191	1027.05	17.9921	1.00188
Phvul.010G070600.3	1116	952.048	121.008	7.26913
Phvul.010G066600.1	1011	847.048	27	1.82298
Phvul.010G014400.1	291	132.118	0	0
Phvul.010G078102.1	2292	2128.05	0	0
Phvul.010G037600.1	1326	1162.05	0	0
Phvul.010G056400.1	381	218.192	30	7.86337
Phvul.010G065500.1	513	349.143	250	40.9509
Phvul.010G085100.1	639	475.06	214	25.7628
Phvul.010G123600.1	660	496.048	2345	270.362
Phvul.010G036700.1	1848	1684.05	0	0
Phvul.010G025400.1	2976	2812.05	319.914	6.50634
Phvul.010G025400.3	2973	2809.05	0	0
Phvul.010G025400.4	2628	2464.05	0	0
Phvul.010G025400.2	2604	2440.05	0	0
Phvul.010G025400.5	2544	2380.05	0	0
Phvul.010G025400.6	2247	2083.05	0	0
Phvul.010G025400.7	1935	1771.05	0	0
Phvul.010G162300.1	1167	1003.05	17.8548	1.01803
Phvul.010G153700.1	432	268.528	146	31.095
Phvul.010G098800.1	1752	1588.05	336.454	12.1169
Phvul.010G088700.1	2295	2131.05	46	1.2345
Phvul.010G137700.1	1167	1003.05	94.9806	5.41552
Phvul.010G137700.2	912	748.048	9.01939	0.689565
Phvul.010G068700.1	699	535.048	6	0.641336
Phvul.010G069165.1	654	490.06	0	0
Phvul.010G076001.1	315	154.471	0.5	0.185119
Phvul.010G076001.2	315	154.471	0.5	0.185119
Phvul.010G054400.1	978	814.048	346.636	24.3529
Phvul.010G101300.1	585	421.06	3	0.407478
Phvul.010G074500.1	360	197.742	46.7784	13.5292
Phvul.010G119400.1	5754	5590.05	678	6.93651
Phvul.010G160200.1	906	742.048	0	0
Phvul.010G160200.2	885	721.048	0	0
Phvul.010G160200.3	753	589.048	1	0.0970905
